Solid waste,Province,Unit Measure,TIME_PERIOD,OBS_VALUE
Recycled solid waste,Nakhon Si Thammarat,Tons per day,2557,55.0
Recycled solid waste,Nakhon Si Thammarat,Tons per day,2558,64.0
Recycled solid waste,Nakhon Si Thammarat,Tons per day,2559,90.87
Recycled solid waste,Nakhon Si Thammarat,Tons per day,2560,433.0
Recycled solid waste,Nakhon Si Thammarat,Tons per day,2561,431.82
Recycled solid waste,Nakhon Si Thammarat,Tons per day,2562,1209.71
Recycled solid waste,Nakhon Si Thammarat,Tons per day,2563,405.3
Recycled solid waste,Nakhon Si Thammarat,Tons per day,2564,408.0
Recycled solid waste,Nakhon Si Thammarat,Tons per day,2565,700.0
Recycled solid waste,Songkhla,Tons per day,2556,594.79
Recycled solid waste,Songkhla,Tons per day,2557,600.0
Recycled solid waste,Songkhla,Tons per day,2558,630.0
Recycled solid waste,Songkhla,Tons per day,2559,562.96
Recycled solid waste,Songkhla,Tons per day,2560,561.0
Recycled solid waste,Songkhla,Tons per day,2561,585.97
Recycled solid waste,Songkhla,Tons per day,2562,570.44
Recycled solid waste,Songkhla,Tons per day,2563,337.1
Recycled solid waste,Songkhla,Tons per day,2564,357.0
Recycled solid waste,Songkhla,Tons per day,2565,320.0
Improperly disposed solid waste,Si Sa Ket,Tons per day,2556,1189.35
Improperly disposed solid waste,Si Sa Ket,Tons per day,2557,1125.0
Improperly disposed solid waste,Si Sa Ket,Tons per day,2558,1176.0
Improperly disposed solid waste,Si Sa Ket,Tons per day,2559,1176.55
Improperly disposed solid waste,Si Sa Ket,Tons per day,2560,939.0
Improperly disposed solid waste,Si Sa Ket,Tons per day,2561,789.17
Improperly disposed solid waste,Si Sa Ket,Tons per day,2562,146.25
Improperly disposed solid waste,Si Sa Ket,Tons per day,2563,370.3
Improperly disposed solid waste,Si Sa Ket,Tons per day,2564,307.0
Improperly disposed solid waste,Si Sa Ket,Tons per day,2565,229.0
Improperly disposed solid waste,Uthai Thani,Tons per day,2556,196.89
Improperly disposed solid waste,Uthai Thani,Tons per day,2557,200.0
Improperly disposed solid waste,Uthai Thani,Tons per day,2558,207.0
Improperly disposed solid waste,Uthai Thani,Tons per day,2559,194.18
Improperly disposed solid waste,Uthai Thani,Tons per day,2560,248.0
Improperly disposed solid waste,Uthai Thani,Tons per day,2561,211.64
Improperly disposed solid waste,Uthai Thani,Tons per day,2562,141.41
Improperly disposed solid waste,Uthai Thani,Tons per day,2563,31.0
Improperly disposed solid waste,Uthai Thani,Tons per day,2564,39.0
Improperly disposed solid waste,Uthai Thani,Tons per day,2565,53.0
Improperly disposed solid waste,Ratchaburi,Tons per day,2556,701.06
Improperly disposed solid waste,Ratchaburi,Tons per day,2557,649.0
Improperly disposed solid waste,Ratchaburi,Tons per day,2558,725.0
Improperly disposed solid waste,Ratchaburi,Tons per day,2559,388.98
Improperly disposed solid waste,Ratchaburi,Tons per day,2560,133.0
Improperly disposed solid waste,Ratchaburi,Tons per day,2561,117.32
Improperly disposed solid waste,Ratchaburi,Tons per day,2562,165.27
Improperly disposed solid waste,Ratchaburi,Tons per day,2563,142.6
Improperly disposed solid waste,Ratchaburi,Tons per day,2564,215.0
Improperly disposed solid waste,Ratchaburi,Tons per day,2565,108.0
Improperly disposed solid waste,Yala,Tons per day,2556,250.92
Improperly disposed solid waste,Yala,Tons per day,2557,115.0
Improperly disposed solid waste,Yala,Tons per day,2558,103.0
Improperly disposed solid waste,Yala,Tons per day,2559,106.12
Improperly disposed solid waste,Yala,Tons per day,2560,116.0
Improperly disposed solid waste,Yala,Tons per day,2561,81.93
Improperly disposed solid waste,Yala,Tons per day,2562,81.93
Improperly disposed solid waste,Yala,Tons per day,2563,115.7
Improperly disposed solid waste,Yala,Tons per day,2564,68.0
Improperly disposed solid waste,Yala,Tons per day,2565,37.0
Generated solid waste,Buri Ram,Tons per day,2556,1575.09
Generated solid waste,Buri Ram,Tons per day,2557,1553.0
Generated solid waste,Buri Ram,Tons per day,2558,1559.0
Generated solid waste,Buri Ram,Tons per day,2559,1597.6
Generated solid waste,Buri Ram,Tons per day,2560,1501.0
Generated solid waste,Buri Ram,Tons per day,2561,1571.73
Generated solid waste,Buri Ram,Tons per day,2562,1579.61
Generated solid waste,Buri Ram,Tons per day,2563,1698.5
Generated solid waste,Buri Ram,Tons per day,2564,1380.0
Generated solid waste,Buri Ram,Tons per day,2565,1072.0
Generated solid waste,Bueng Kan,Tons per day,2556,354.13
Generated solid waste,Bueng Kan,Tons per day,2557,341.0
Generated solid waste,Bueng Kan,Tons per day,2558,397.0
Generated solid waste,Bueng Kan,Tons per day,2559,396.65
Generated solid waste,Bueng Kan,Tons per day,2560,395.0
Generated solid waste,Bueng Kan,Tons per day,2561,393.71
Generated solid waste,Bueng Kan,Tons per day,2562,402.66
Generated solid waste,Bueng Kan,Tons per day,2563,305.0
Generated solid waste,Bueng Kan,Tons per day,2564,280.0
Generated solid waste,Bueng Kan,Tons per day,2565,323.0
Generated solid waste,Samut Songkhram,Tons per day,2556,250.75
Generated solid waste,Samut Songkhram,Tons per day,2557,221.0
Generated solid waste,Samut Songkhram,Tons per day,2558,161.0
Generated solid waste,Samut Songkhram,Tons per day,2559,193.94
Generated solid waste,Samut Songkhram,Tons per day,2560,185.0
Generated solid waste,Samut Songkhram,Tons per day,2561,180.92
Generated solid waste,Samut Songkhram,Tons per day,2562,187.08
Generated solid waste,Samut Songkhram,Tons per day,2563,177.1
Generated solid waste,Samut Songkhram,Tons per day,2564,178.0
Generated solid waste,Samut Songkhram,Tons per day,2565,190.0
Generated solid waste,Surat Thani,Tons per day,2556,978.19
Generated solid waste,Surat Thani,Tons per day,2557,1061.0
Generated solid waste,Surat Thani,Tons per day,2558,1070.0
Generated solid waste,Surat Thani,Tons per day,2559,1034.26
Generated solid waste,Surat Thani,Tons per day,2560,1049.0
Generated solid waste,Surat Thani,Tons per day,2561,1088.27
Generated solid waste,Surat Thani,Tons per day,2562,1386.66
Generated solid waste,Surat Thani,Tons per day,2563,1034.8
Generated solid waste,Surat Thani,Tons per day,2564,988.0
Generated solid waste,Surat Thani,Tons per day,2565,1215.0
Properly disposed solid waste,Sa Kaeo,Tons per day,2556,46.5
Properly disposed solid waste,Sa Kaeo,Tons per day,2557,44.0
Properly disposed solid waste,Sa Kaeo,Tons per day,2558,45.0
Properly disposed solid waste,Sa Kaeo,Tons per day,2559,26.7
Properly disposed solid waste,Sa Kaeo,Tons per day,2560,43.0
Properly disposed solid waste,Sa Kaeo,Tons per day,2561,23.47
Properly disposed solid waste,Sa Kaeo,Tons per day,2562,16.5
Properly disposed solid waste,Sa Kaeo,Tons per day,2563,19.0
Properly disposed solid waste,Sa Kaeo,Tons per day,2564,0.0
Properly disposed solid waste,Sa Kaeo,Tons per day,2565,0.0
Properly disposed solid waste,Chaiyaphum,Tons per day,2556,103.91
Properly disposed solid waste,Chaiyaphum,Tons per day,2557,94.0
Properly disposed solid waste,Chaiyaphum,Tons per day,2558,10.0
Properly disposed solid waste,Chaiyaphum,Tons per day,2559,0.0
Properly disposed solid waste,Chaiyaphum,Tons per day,2560,60.0
Properly disposed solid waste,Chaiyaphum,Tons per day,2561,141.99
Properly disposed solid waste,Chaiyaphum,Tons per day,2562,123.85
Properly disposed solid waste,Chaiyaphum,Tons per day,2563,87.0
Properly disposed solid waste,Chaiyaphum,Tons per day,2564,12.0
Properly disposed solid waste,Chaiyaphum,Tons per day,2565,0.0
Properly disposed solid waste,Sukhothai,Tons per day,2556,91.97
Properly disposed solid waste,Sukhothai,Tons per day,2557,160.0
Properly disposed solid waste,Sukhothai,Tons per day,2558,172.0
Properly disposed solid waste,Sukhothai,Tons per day,2559,118.53
Properly disposed solid waste,Sukhothai,Tons per day,2560,155.0
Properly disposed solid waste,Sukhothai,Tons per day,2561,128.21
Properly disposed solid waste,Sukhothai,Tons per day,2562,108.18
Properly disposed solid waste,Sukhothai,Tons per day,2563,178.0
Properly disposed solid waste,Sukhothai,Tons per day,2564,74.0
Properly disposed solid waste,Sukhothai,Tons per day,2565,123.0
Properly disposed solid waste,Nakhon Pathom,Tons per day,2556,161.74
Properly disposed solid waste,Nakhon Pathom,Tons per day,2557,484.0
Properly disposed solid waste,Nakhon Pathom,Tons per day,2558,576.0
Properly disposed solid waste,Nakhon Pathom,Tons per day,2559,649.76
Properly disposed solid waste,Nakhon Pathom,Tons per day,2560,516.0
Properly disposed solid waste,Nakhon Pathom,Tons per day,2561,652.16
Properly disposed solid waste,Nakhon Pathom,Tons per day,2562,548.27
Properly disposed solid waste,Nakhon Pathom,Tons per day,2563,627.0
Properly disposed solid waste,Nakhon Pathom,Tons per day,2564,570.0
Properly disposed solid waste,Nakhon Pathom,Tons per day,2565,630.0
Accumulated solid waste,Rayong,Tonnes,2556,45150.0
Accumulated solid waste,Rayong,Tonnes,2557,43020.0
Accumulated solid waste,Rayong,Tonnes,2558,35640.0
Accumulated solid waste,Rayong,Tonnes,2559,221900.0
Accumulated solid waste,Rayong,Tonnes,2560,163310.0
Accumulated solid waste,Rayong,Tonnes,2561,253046.0
Accumulated solid waste,Rayong,Tonnes,2562,64245.3
Accumulated solid waste,Rayong,Tonnes,2563,18772.0
Accumulated solid waste,Rayong,Tonnes,2564,10000.0
Accumulated solid waste,Rayong,Tonnes,2565,0.0
Accumulated solid waste,Chanthaburi,Tonnes,2556,80115.0
Accumulated solid waste,Chanthaburi,Tonnes,2557,80475.0
Accumulated solid waste,Chanthaburi,Tonnes,2558,77105.0
Accumulated solid waste,Chanthaburi,Tonnes,2559,52721.0
Accumulated solid waste,Chanthaburi,Tonnes,2560,12580.0
Accumulated solid waste,Chanthaburi,Tonnes,2561,52721.0
Accumulated solid waste,Chanthaburi,Tonnes,2562,8142.11
Accumulated solid waste,Chanthaburi,Tonnes,2563,5436.0
Accumulated solid waste,Chanthaburi,Tonnes,2564,96630.0
Accumulated solid waste,Chanthaburi,Tonnes,2565,659000.0
Accumulated solid waste,Chiang Rai,Tonnes,2556,3046.5
Accumulated solid waste,Chiang Rai,Tonnes,2557,13994.7
Accumulated solid waste,Chiang Rai,Tonnes,2558,10325.12
Accumulated solid waste,Chiang Rai,Tonnes,2559,13277.0
Accumulated solid waste,Chiang Rai,Tonnes,2560,22500.0
Accumulated solid waste,Chiang Rai,Tonnes,2561,812.0
Accumulated solid waste,Chiang Rai,Tonnes,2562,0.0
Accumulated solid waste,Chiang Rai,Tonnes,2563,0.0
Accumulated solid waste,Chiang Rai,Tonnes,2564,0.0
Accumulated solid waste,Chiang Rai,Tonnes,2565,35000.0
Accumulated solid waste,Mae Hong Son,Tonnes,2556,153.6
Accumulated solid waste,Mae Hong Son,Tonnes,2557,1351.56
Accumulated solid waste,Mae Hong Son,Tonnes,2558,732.3
Accumulated solid waste,Mae Hong Son,Tonnes,2559,0.0
Accumulated solid waste,Mae Hong Son,Tonnes,2560,352.0
Accumulated solid waste,Mae Hong Son,Tonnes,2561,184.25
Accumulated solid waste,Mae Hong Son,Tonnes,2562,70.0
Accumulated solid waste,Mae Hong Son,Tonnes,2563,0.0
Accumulated solid waste,Mae Hong Son,Tonnes,2564,0.0
Accumulated solid waste,Mae Hong Son,Tonnes,2565,0.0
Accumulated solid waste,Phangnga,Tonnes,2556,15826.2
Accumulated solid waste,Phangnga,Tonnes,2557,179362.88
Accumulated solid waste,Phangnga,Tonnes,2558,194289.74
Accumulated solid waste,Phangnga,Tonnes,2559,193962.0
Accumulated solid waste,Phangnga,Tonnes,2560,130770.0
Accumulated solid waste,Phangnga,Tonnes,2561,132533.94
Accumulated solid waste,Phangnga,Tonnes,2562,131185.33
Accumulated solid waste,Phangnga,Tonnes,2563,36877.0
Accumulated solid waste,Phangnga,Tonnes,2564,111406.0
Accumulated solid waste,Phangnga,Tonnes,2565,118300.0
Accumulated solid waste,Phuket,Tonnes,2556,0.0
Accumulated solid waste,Phuket,Tonnes,2557,0.0
Accumulated solid waste,Phuket,Tonnes,2558,0.0
Accumulated solid waste,Phuket,Tonnes,2559,0.0
Accumulated solid waste,Phuket,Tonnes,2560,0.0
Accumulated solid waste,Phuket,Tonnes,2561,0.0
Accumulated solid waste,Phuket,Tonnes,2562,0.0
Accumulated solid waste,Phuket,Tonnes,2563,0.0
Accumulated solid waste,Phuket,Tonnes,2564,0.0
Accumulated solid waste,Phuket,Tonnes,2565,0.0
Recycled solid waste,Udon Thani,Tons per day,2556,515.42
Recycled solid waste,Udon Thani,Tons per day,2557,600.0
Recycled solid waste,Udon Thani,Tons per day,2558,705.0
Recycled solid waste,Udon Thani,Tons per day,2559,726.76
Recycled solid waste,Udon Thani,Tons per day,2560,726.0
Recycled solid waste,Udon Thani,Tons per day,2561,889.68
Recycled solid waste,Udon Thani,Tons per day,2562,960.57
Recycled solid waste,Udon Thani,Tons per day,2563,366.4
Recycled solid waste,Udon Thani,Tons per day,2564,383.0
Recycled solid waste,Udon Thani,Tons per day,2565,600.0
Recycled solid waste,Loei,Tons per day,2556,224.41
Recycled solid waste,Loei,Tons per day,2557,185.0
Recycled solid waste,Loei,Tons per day,2558,194.0
Recycled solid waste,Loei,Tons per day,2559,197.52
Recycled solid waste,Loei,Tons per day,2560,194.0
Recycled solid waste,Loei,Tons per day,2561,237.32
Recycled solid waste,Loei,Tons per day,2562,361.25
Recycled solid waste,Loei,Tons per day,2563,288.4
Recycled solid waste,Loei,Tons per day,2564,280.0
Recycled solid waste,Loei,Tons per day,2565,250.0
Recycled solid waste,Kamphaeng Phet,Tons per day,2556,173.38
Recycled solid waste,Kamphaeng Phet,Tons per day,2557,160.0
Recycled solid waste,Kamphaeng Phet,Tons per day,2558,152.0
Recycled solid waste,Kamphaeng Phet,Tons per day,2559,131.29
Recycled solid waste,Kamphaeng Phet,Tons per day,2560,73.0
Recycled solid waste,Kamphaeng Phet,Tons per day,2561,90.95
Recycled solid waste,Kamphaeng Phet,Tons per day,2562,135.04
Recycled solid waste,Kamphaeng Phet,Tons per day,2563,265.3
Recycled solid waste,Kamphaeng Phet,Tons per day,2564,256.0
Recycled solid waste,Kamphaeng Phet,Tons per day,2565,270.0
Recycled solid waste,Tak,Tons per day,2556,191.77
Recycled solid waste,Tak,Tons per day,2557,142.0
Recycled solid waste,Tak,Tons per day,2558,135.0
Recycled solid waste,Tak,Tons per day,2559,117.01
Recycled solid waste,Tak,Tons per day,2560,96.0
Recycled solid waste,Tak,Tons per day,2561,195.03
Recycled solid waste,Tak,Tons per day,2562,137.05
Recycled solid waste,Tak,Tons per day,2563,437.5
Recycled solid waste,Tak,Tons per day,2564,333.0
Recycled solid waste,Tak,Tons per day,2565,444.0
Improperly disposed solid waste,Samut Prakan,Tons per day,2556,1751.3
Improperly disposed solid waste,Samut Prakan,Tons per day,2557,1725.0
Improperly disposed solid waste,Samut Prakan,Tons per day,2558,1679.0
Improperly disposed solid waste,Samut Prakan,Tons per day,2559,90.5
Improperly disposed solid waste,Samut Prakan,Tons per day,2560,98.0
Improperly disposed solid waste,Samut Prakan,Tons per day,2561,15.0
Improperly disposed solid waste,Samut Prakan,Tons per day,2562,1486.61
Improperly disposed solid waste,Samut Prakan,Tons per day,2563,1707.2
Improperly disposed solid waste,Samut Prakan,Tons per day,2564,2329.0
Improperly disposed solid waste,Samut Prakan,Tons per day,2565,2530.0
Improperly disposed solid waste,Sing Buri,Tons per day,2556,142.23
Improperly disposed solid waste,Sing Buri,Tons per day,2557,176.0
Improperly disposed solid waste,Sing Buri,Tons per day,2558,198.0
Improperly disposed solid waste,Sing Buri,Tons per day,2559,197.78
Improperly disposed solid waste,Sing Buri,Tons per day,2560,106.0
Improperly disposed solid waste,Sing Buri,Tons per day,2561,69.19
Improperly disposed solid waste,Sing Buri,Tons per day,2562,53.2
Improperly disposed solid waste,Sing Buri,Tons per day,2563,60.1
Improperly disposed solid waste,Sing Buri,Tons per day,2564,79.0
Improperly disposed solid waste,Sing Buri,Tons per day,2565,77.0
Improperly disposed solid waste,Uttaradit,Tons per day,2556,259.19
Improperly disposed solid waste,Uttaradit,Tons per day,2557,362.0
Improperly disposed solid waste,Uttaradit,Tons per day,2558,273.0
Improperly disposed solid waste,Uttaradit,Tons per day,2559,252.64
Improperly disposed solid waste,Uttaradit,Tons per day,2560,221.0
Improperly disposed solid waste,Uttaradit,Tons per day,2561,207.18
Improperly disposed solid waste,Uttaradit,Tons per day,2562,102.21
Improperly disposed solid waste,Uttaradit,Tons per day,2563,79.2
Improperly disposed solid waste,Uttaradit,Tons per day,2564,95.0
Improperly disposed solid waste,Uttaradit,Tons per day,2565,77.0
Improperly disposed solid waste,Phetchaburi,Tons per day,2556,400.99
Improperly disposed solid waste,Phetchaburi,Tons per day,2557,384.0
Improperly disposed solid waste,Phetchaburi,Tons per day,2558,411.0
Improperly disposed solid waste,Phetchaburi,Tons per day,2559,315.5
Improperly disposed solid waste,Phetchaburi,Tons per day,2560,148.0
Improperly disposed solid waste,Phetchaburi,Tons per day,2561,183.59
Improperly disposed solid waste,Phetchaburi,Tons per day,2562,123.35
Improperly disposed solid waste,Phetchaburi,Tons per day,2563,230.2
Improperly disposed solid waste,Phetchaburi,Tons per day,2564,198.0
Improperly disposed solid waste,Phetchaburi,Tons per day,2565,158.0
Improperly disposed solid waste,Prachuap Khiri Khan,Tons per day,2556,362.25
Improperly disposed solid waste,Prachuap Khiri Khan,Tons per day,2557,357.0
Improperly disposed solid waste,Prachuap Khiri Khan,Tons per day,2558,352.0
Improperly disposed solid waste,Prachuap Khiri Khan,Tons per day,2559,212.4
Improperly disposed solid waste,Prachuap Khiri Khan,Tons per day,2560,117.0
Improperly disposed solid waste,Prachuap Khiri Khan,Tons per day,2561,205.88
Improperly disposed solid waste,Prachuap Khiri Khan,Tons per day,2562,400.14
Improperly disposed solid waste,Prachuap Khiri Khan,Tons per day,2563,141.6
Improperly disposed solid waste,Prachuap Khiri Khan,Tons per day,2564,229.0
Improperly disposed solid waste,Prachuap Khiri Khan,Tons per day,2565,203.0
Generated solid waste,Chanthaburi,Tons per day,2556,582.67
Generated solid waste,Chanthaburi,Tons per day,2557,590.0
Generated solid waste,Chanthaburi,Tons per day,2558,605.0
Generated solid waste,Chanthaburi,Tons per day,2559,550.74
Generated solid waste,Chanthaburi,Tons per day,2560,474.0
Generated solid waste,Chanthaburi,Tons per day,2561,510.8
Generated solid waste,Chanthaburi,Tons per day,2562,569.36
Generated solid waste,Chanthaburi,Tons per day,2563,485.3
Generated solid waste,Chanthaburi,Tons per day,2564,495.0
Generated solid waste,Chanthaburi,Tons per day,2565,540.0
Generated solid waste,Trat,Tons per day,2556,255.64
Generated solid waste,Trat,Tons per day,2557,245.0
Generated solid waste,Trat,Tons per day,2558,268.0
Generated solid waste,Trat,Tons per day,2559,271.71
Generated solid waste,Trat,Tons per day,2560,273.0
Generated solid waste,Trat,Tons per day,2561,275.18
Generated solid waste,Trat,Tons per day,2562,258.5
Generated solid waste,Trat,Tons per day,2563,212.0
Generated solid waste,Trat,Tons per day,2564,202.0
Generated solid waste,Trat,Tons per day,2565,191.0
Generated solid waste,Roi Et,Tons per day,2556,1253.59
Generated solid waste,Roi Et,Tons per day,2557,913.0
Generated solid waste,Roi Et,Tons per day,2558,909.0
Generated solid waste,Roi Et,Tons per day,2559,930.42
Generated solid waste,Roi Et,Tons per day,2560,930.0
Generated solid waste,Roi Et,Tons per day,2561,1314.54
Generated solid waste,Roi Et,Tons per day,2562,1272.65
Generated solid waste,Roi Et,Tons per day,2563,952.4
Generated solid waste,Roi Et,Tons per day,2564,938.0
Generated solid waste,Roi Et,Tons per day,2565,981.0
Generated solid waste,Phichit,Tons per day,2556,542.5
Generated solid waste,Phichit,Tons per day,2557,543.0
Generated solid waste,Phichit,Tons per day,2558,542.0
Generated solid waste,Phichit,Tons per day,2559,551.48
Generated solid waste,Phichit,Tons per day,2560,555.0
Generated solid waste,Phichit,Tons per day,2561,652.55
Generated solid waste,Phichit,Tons per day,2562,499.19
Generated solid waste,Phichit,Tons per day,2563,324.7
Generated solid waste,Phichit,Tons per day,2564,327.0
Generated solid waste,Phichit,Tons per day,2565,336.0
Generated solid waste,Phatthalung,Tons per day,2556,502.84
Generated solid waste,Phatthalung,Tons per day,2557,518.0
Generated solid waste,Phatthalung,Tons per day,2558,523.0
Generated solid waste,Phatthalung,Tons per day,2559,524.22
Generated solid waste,Phatthalung,Tons per day,2560,532.0
Generated solid waste,Phatthalung,Tons per day,2561,516.4
Generated solid waste,Phatthalung,Tons per day,2562,519.44
Generated solid waste,Phatthalung,Tons per day,2563,353.0
Generated solid waste,Phatthalung,Tons per day,2564,381.0
Generated solid waste,Phatthalung,Tons per day,2565,448.0
Generated solid waste,Pattani,Tons per day,2556,619.56
Generated solid waste,Pattani,Tons per day,2557,631.0
Generated solid waste,Pattani,Tons per day,2558,640.0
Generated solid waste,Pattani,Tons per day,2559,648.05
Generated solid waste,Pattani,Tons per day,2560,666.0
Generated solid waste,Pattani,Tons per day,2561,670.29
Generated solid waste,Pattani,Tons per day,2562,679.93
Generated solid waste,Pattani,Tons per day,2563,1023.3
Generated solid waste,Pattani,Tons per day,2564,662.0
Generated solid waste,Pattani,Tons per day,2565,366.0
Properly disposed solid waste,Chon Buri,Tons per day,2556,1029.62
Properly disposed solid waste,Chon Buri,Tons per day,2557,1073.0
Properly disposed solid waste,Chon Buri,Tons per day,2558,1058.0
Properly disposed solid waste,Chon Buri,Tons per day,2559,959.5
Properly disposed solid waste,Chon Buri,Tons per day,2560,1852.0
Properly disposed solid waste,Chon Buri,Tons per day,2561,1154.68
Properly disposed solid waste,Chon Buri,Tons per day,2562,1531.78
Properly disposed solid waste,Chon Buri,Tons per day,2563,1410.0
Properly disposed solid waste,Chon Buri,Tons per day,2564,2037.0
Properly disposed solid waste,Chon Buri,Tons per day,2565,2370.0
Properly disposed solid waste,Rayong,Tons per day,2556,351.14
Properly disposed solid waste,Rayong,Tons per day,2557,467.0
Properly disposed solid waste,Rayong,Tons per day,2558,445.0
Properly disposed solid waste,Rayong,Tons per day,2559,487.45
Properly disposed solid waste,Rayong,Tons per day,2560,726.0
Properly disposed solid waste,Rayong,Tons per day,2561,537.77
Properly disposed solid waste,Rayong,Tons per day,2562,815.86
Properly disposed solid waste,Rayong,Tons per day,2563,779.0
Properly disposed solid waste,Rayong,Tons per day,2564,910.0
Properly disposed solid waste,Rayong,Tons per day,2565,838.0
Properly disposed solid waste,Nong Khai,Tons per day,2556,152.58
Properly disposed solid waste,Nong Khai,Tons per day,2557,190.0
Properly disposed solid waste,Nong Khai,Tons per day,2558,170.0
Properly disposed solid waste,Nong Khai,Tons per day,2559,118.09
Properly disposed solid waste,Nong Khai,Tons per day,2560,164.0
Properly disposed solid waste,Nong Khai,Tons per day,2561,132.37
Properly disposed solid waste,Nong Khai,Tons per day,2562,152.43
Properly disposed solid waste,Nong Khai,Tons per day,2563,142.0
Properly disposed solid waste,Nong Khai,Tons per day,2564,133.0
Properly disposed solid waste,Nong Khai,Tons per day,2565,130.0
Properly disposed solid waste,Satun,Tons per day,2556,64.36
Properly disposed solid waste,Satun,Tons per day,2557,60.0
Properly disposed solid waste,Satun,Tons per day,2558,54.0
Properly disposed solid waste,Satun,Tons per day,2559,58.9
Properly disposed solid waste,Satun,Tons per day,2560,66.0
Properly disposed solid waste,Satun,Tons per day,2561,86.69
Properly disposed solid waste,Satun,Tons per day,2562,86.23
Properly disposed solid waste,Satun,Tons per day,2563,77.0
Properly disposed solid waste,Satun,Tons per day,2564,85.0
Properly disposed solid waste,Satun,Tons per day,2565,93.0
Accumulated solid waste,Buri Ram,Tonnes,2556,124736.48
Accumulated solid waste,Buri Ram,Tonnes,2557,58323.53
Accumulated solid waste,Buri Ram,Tonnes,2558,57873.53
Accumulated solid waste,Buri Ram,Tonnes,2559,26157.0
Accumulated solid waste,Buri Ram,Tonnes,2560,6904.0
Accumulated solid waste,Buri Ram,Tonnes,2561,11047.49
Accumulated solid waste,Buri Ram,Tonnes,2562,0.0
Accumulated solid waste,Buri Ram,Tonnes,2563,6949.0
Accumulated solid waste,Buri Ram,Tonnes,2564,15428.0
Accumulated solid waste,Buri Ram,Tonnes,2565,9170.0
Accumulated solid waste,Chaiyaphum,Tonnes,2556,30101.1
Accumulated solid waste,Chaiyaphum,Tonnes,2557,64966.15
Accumulated solid waste,Chaiyaphum,Tonnes,2558,84010.0
Accumulated solid waste,Chaiyaphum,Tonnes,2559,84010.0
Accumulated solid waste,Chaiyaphum,Tonnes,2560,10530.0
Accumulated solid waste,Chaiyaphum,Tonnes,2561,14012.66
Accumulated solid waste,Chaiyaphum,Tonnes,2562,0.0
Accumulated solid waste,Chaiyaphum,Tonnes,2563,10000.0
Accumulated solid waste,Chaiyaphum,Tonnes,2564,24962.0
Accumulated solid waste,Chaiyaphum,Tonnes,2565,29400.0
Accumulated solid waste,Sukhothai,Tonnes,2556,184257.0
Accumulated solid waste,Sukhothai,Tonnes,2557,93606.0
Accumulated solid waste,Sukhothai,Tonnes,2558,45909.9
Accumulated solid waste,Sukhothai,Tonnes,2559,24274.0
Accumulated solid waste,Sukhothai,Tonnes,2560,6010.0
Accumulated solid waste,Sukhothai,Tonnes,2561,0.0
Accumulated solid waste,Sukhothai,Tonnes,2562,0.0
Accumulated solid waste,Sukhothai,Tonnes,2563,0.0
Accumulated solid waste,Sukhothai,Tonnes,2564,60000.0
Accumulated solid waste,Sukhothai,Tonnes,2565,60000.0
Accumulated solid waste,Phichit,Tonnes,2556,36957.0
Accumulated solid waste,Phichit,Tonnes,2557,36957.0
Accumulated solid waste,Phichit,Tonnes,2558,36957.0
Accumulated solid waste,Phichit,Tonnes,2559,18170.0
Accumulated solid waste,Phichit,Tonnes,2560,18136.0
Accumulated solid waste,Phichit,Tonnes,2561,78856.5
Accumulated solid waste,Phichit,Tonnes,2562,157.0
Accumulated solid waste,Phichit,Tonnes,2563,900.0
Accumulated solid waste,Phichit,Tonnes,2564,0.0
Accumulated solid waste,Phichit,Tonnes,2565,9645.0
Accumulated solid waste,Nakhon Pathom,Tonnes,2556,340585.0
Accumulated solid waste,Nakhon Pathom,Tonnes,2557,353105.0
Accumulated solid waste,Nakhon Pathom,Tonnes,2558,131342.54
Accumulated solid waste,Nakhon Pathom,Tonnes,2559,142385.0
Accumulated solid waste,Nakhon Pathom,Tonnes,2560,114374.0
Accumulated solid waste,Nakhon Pathom,Tonnes,2561,90379.6
Accumulated solid waste,Nakhon Pathom,Tonnes,2562,94748.0
Accumulated solid waste,Nakhon Pathom,Tonnes,2563,285979.0
Accumulated solid waste,Nakhon Pathom,Tonnes,2564,144505.0
Accumulated solid waste,Nakhon Pathom,Tonnes,2565,151675.0
Accumulated solid waste,Samut Songkhram,Tonnes,2556,68130.9
Accumulated solid waste,Samut Songkhram,Tonnes,2557,1800.0
Accumulated solid waste,Samut Songkhram,Tonnes,2558,0.0
Accumulated solid waste,Samut Songkhram,Tonnes,2559,0.0
Accumulated solid waste,Samut Songkhram,Tonnes,2560,0.0
Accumulated solid waste,Samut Songkhram,Tonnes,2561,0.0
Accumulated solid waste,Samut Songkhram,Tonnes,2562,0.0
Accumulated solid waste,Samut Songkhram,Tonnes,2563,0.0
Accumulated solid waste,Samut Songkhram,Tonnes,2564,0.0
Accumulated solid waste,Samut Songkhram,Tonnes,2565,0.0
Recycled solid waste,Pathum Thani,Tons per day,2556,138.77
Recycled solid waste,Pathum Thani,Tons per day,2557,100.0
Recycled solid waste,Pathum Thani,Tons per day,2558,190.0
Recycled solid waste,Pathum Thani,Tons per day,2559,218.35
Recycled solid waste,Pathum Thani,Tons per day,2560,367.0
Recycled solid waste,Pathum Thani,Tons per day,2561,508.24
Recycled solid waste,Pathum Thani,Tons per day,2562,478.74
